,Team,Year,PctWin,ph_3Ppct,ph_2Ppct,ph_FTpct,ph_AST,ph_STL,ph_BLK,ph_TOV,ph_PF,ph_shotmisspct,PC1,PC2,PC3,PC4,PC5,PC6
103,San Antonio Spurs,2017,74.39024390243902,0.391,0.5,0.797,25.1,8.4,6.2,14.2,19.3,0.4618834080717489,2.935944109190892,0.29995915174297416,0.9110088138750023,0.6679076666232406,0.004185748652344307,-0.7851606876135925
104,Indiana Pacers,2017,51.21951219512195,0.376,0.498,0.81,23.2,8.4,5.2,14.2,20.1,0.46370235934664245,1.8184541079946004,0.6351583878985618,0.5339708646630551,-0.811008036130581,0.3213478245299322,-0.5522275069444922
105,Charlotte Hornets,2017,43.90243902439025,0.35100000000000003,0.488,0.815,23.9,7.2,4.9,11.9,17.2,0.47703180212014135,1.3642876122953316,3.7012051129942147,-0.2203780625710858,0.1948527076992374,1.075756703605431,-1.0656978885327872
106,Los Angeles Lakers,2017,31.70731707317073,0.34600000000000003,0.493,0.754,21.2,8.3,4.0,15.4,21.0,0.4869955156950672,-1.346055685191081,0.012866852559014388,-0.8365786469848822,-0.8408670735429951,0.05052056953570497,0.31680941906858173
107,New Orleans Pelicans,2017,41.46341463414634,0.35,0.495,0.75,23.0,7.8,5.6,13.0,18.3,0.48864668483197093,0.16104493581596135,1.7211788416268061,-0.5140994036812715,1.5984782799864954,1.107410798797953,-0.13519880808788037
108,New York Knicks,2017,37.80487804878049,0.348,0.485,0.7879999999999999,22.5,7.3,5.7,14.3,21.0,0.4867491166077739,-0.3752587381909863,1.0297110602051456,1.3139109327747271,0.16567579600577634,0.5780595270533974,-0.2905087301160822
109,Milwaukee Bucks,2017,51.21951219512195,0.37,0.516,0.768,25.5,8.6,5.6,14.7,21.3,0.4626593806921676,2.030467031088037,-0.8936796543049593,0.10240276667350784,0.11183650719665578,0.10203042027073478,-0.11102296190275202
110,Miami Heat,2017,50.0,0.365,0.496,0.706,22.2,7.5,6.0,14.0,21.4,0.49465240641711233,-0.8080519453653581,0.06508459829664845,0.2950496644905831,1.8995484386884085,0.0078099079145606265,1.2074073103644467
111,Atlanta Hawks,2017,52.4390243902439,0.341,0.501,0.728,24.0,8.3,4.9,16.0,18.5,0.486048604860486,-0.38968102112596015,-0.31178848644255724,-1.2239094342441261,1.346031289419139,0.1427591574825352,-0.11326283278247892
112,Chicago Bulls,2017,50.0,0.34,0.479,0.7979999999999999,23.6,8.2,5.0,14.2,18.5,0.4825174825174825,0.11089692820780188,1.4633024308207816,-0.15496275503984888,0.09304103556386992,0.9396565390998557,-1.5192721927062844
113,Sacramento Kings,2017,39.02439024390244,0.376,0.496,0.775,23.5,8.0,4.1,15.3,21.2,0.4690909090909091,0.7239322029612494,0.04132550697827446,-0.2243800236500828,-1.1353371947857311,-1.1326243933591165,0.1758840017899207
114,Philadelphia 76ers,2017,34.146341463414636,0.34,0.496,0.7709999999999999,23.9,8.5,5.2,16.8,22.0,0.49121184088806663,-0.830427839967883,-1.4568724930784365,0.411845437159725,-0.15866690077015108,-0.05824284237261973,-0.7542586618610629
115,Detroit Pistons,2017,45.1219512195122,0.33,0.49200000000000005,0.7190000000000001,22.1,7.3,4.0,12.4,18.7,0.5030946065428824,-1.7522845598591585,2.602202580622576,-2.09314005722635,1.0238825985764055,0.7329190383986357,0.5235810965578254
116,Orlando Magic,2017,35.36585365853659,0.32799999999999996,0.488,0.747,22.8,7.3,5.0,13.7,19.8,0.49910071942446044,-1.4310256530678975,1.560916828236933,-0.4260010082135009,0.9536649031241076,0.8167301725103506,-0.08449787425918703
117,Utah Jazz,2017,62.19512195121951,0.37200000000000005,0.511,0.747,21.9,7.3,5.4,14.8,20.5,0.4721723518850987,0.5973854208327436,0.33000487305782206,0.46851534240275355,0.4838052190001423,-0.10558275437121327,1.4956077800329233
118,Memphis Grizzlies,2017,52.4390243902439,0.354,0.473,0.784,22.8,8.5,4.5,13.8,24.0,0.48823016564952043,-1.051324720095441,0.022649054166818797,0.3580991795684112,-1.5887903247098227,-0.06975170809699247,-0.8493235967259063
119,Dallas Mavericks,2017,40.243902439024396,0.355,0.489,0.8009999999999999,22.4,8.1,4.0,12.8,20.6,0.4940202391904323,-0.3005418472485238,2.0172348351818914,-0.7070156175821364,-1.1943215201327169,0.2998961090791803,-0.7946007390974092
120,Golden State Warriors,2018,70.73170731707317,0.391,0.56,0.815,29.3,8.0,7.5,15.5,19.6,0.43708609271523174,6.111432573967175,-1.314262190865952,1.8278567284890594,1.2381526448529674,0.21406132971893532,-0.14311375625059908
121,Houston Rockets,2018,79.26829268292683,0.36200000000000004,0.5579999999999999,0.7809999999999999,22.0,8.7,4.9,14.1,19.9,0.4673231871083259,2.0202270550627768,0.006338004006321646,-1.045232331061083,-0.715141040232235,1.4453600649092913,1.2799998600807778
122,New Orleans Pelicans,2018,58.536585365853654,0.36200000000000004,0.54,0.772,26.3,7.9,5.8,14.6,18.8,0.46125116713352005,2.9679036992579695,0.07030452651859903,-0.2542599458232677,1.020637236366684,0.5383422953849398,0.2811644658452874
123,Toronto Raptors,2018,71.95121951219512,0.358,0.541,0.794,24.8,7.8,6.2,13.6,22.2,0.4636118598382749,2.385700532935405,-0.14172250258077965,1.023788209510169,-0.1888379660131328,1.2028994936939914,0.6105563682675208
124,Cleveland Cavaliers,2018,60.97560975609756,0.37200000000000005,0.54,0.779,23.8,7.2,3.9,14.0,18.9,0.4581818181818182,2.3794280142863564,1.5337760551560586,-1.1419391752150692,-0.8332081737734212,-0.32092072996077453,1.4401987618168808
125,Denver Nuggets,2018,56.09756097560976,0.371,0.525,0.767,25.7,7.8,5.0,15.3,19.1,0.4690026954177897,2.1224747609640033,0.08309040818710998,-0.5009248948547961,0.5485253354743294,-0.6001372367557195,0.23980882857346375
126,Philadelphia 76ers,2018,63.41463414634146,0.369,0.526,0.752,27.0,8.3,5.1,16.4,22.0,0.4697247706422018,1.6921292312229084,-1.8902975707863512,-0.19875806449100442,0.1579826628065973,-1.1865863674556465,0.14229854829653707
127,Minnesota Timberwolves,2018,57.3170731707317,0.35700000000000004,0.519,0.804,23.5,8.7,4.4,12.9,18.9,0.45183887915936954,2.364237302363754,1.3564100070638323,-1.134465513380769,-1.2754586016048932,1.44954142641396,-0.21714276811980715
128,Los Angeles Clippers,2018,51.21951219512195,0.354,0.525,0.743,22.6,7.7,4.6,14.9,20.2,0.46613190730837784,0.6376516153130365,0.1085782038463187,-0.7605383941513489,-0.12542081017496656,0.31350102635641036,1.4873783115593795
129,Charlotte Hornets,2018,43.90243902439025,0.369,0.48700000000000004,0.747,21.8,6.9,4.6,12.8,17.4,0.4795474325500435,0.3042412280307479,2.979527508440537,-0.7637188271511915,1.0097775088372603,-0.004927626307604242,0.7827308283902996
130,Los Angeles Lakers,2018,42.68292682926829,0.345,0.517,0.7140000000000001,23.4,7.6,4.7,15.6,20.9,0.48683015440508626,-0.693913802978293,-0.5083752810242532,-0.9083572501647716,0.78376319639204,-0.27903824413512857,1.25519367860846
131,Oklahoma City Thunder,2018,58.536585365853654,0.354,0.505,0.716,21.9,9.3,5.2,14.4,20.7,0.4904513888888889,-0.6936447762699347,-0.8563558851210898,-1.3315927316418676,0.8893439762668061,0.9017341298585724,0.35491158527999545
132,Washington Wizards,2018,52.4390243902439,0.375,0.508,0.772,25.8,8.1,4.4,15.0,21.8,0.4713896457765667,1.3866336714614955,-0.3812577181382065,-0.3538955787594803,-0.7125951907962986,-1.260205773735227,-0.1399521647816948
133,Brooklyn Nets,2018,34.146341463414636,0.35600000000000004,0.5,0.772,23.7,6.3,4.8,15.2,20.6,0.4908759124087591,-0.24679591651122676,1.2754846068634693,0.7052106164538969,0.2510002456788333,-1.0258231608058903,0.5665252668547353
134,Milwaukee Bucks,2018,53.65853658536586,0.355,0.531,0.7829999999999999,24.0,9.1,5.6,14.3,22.0,0.45487693710118504,2.0139397719094374,-1.1482808062833183,0.036604342180424715,-0.8438646696748009,1.4836408814913142,0.1964454948777123
135,Portland Trail Blazers,2018,59.756097560975604,0.366,0.493,0.8,20.1,7.2,5.3,14.0,20.1,0.4802513464991023,0.08650039942508418,1.76186796761564,1.199200146713076,-0.4820560750757277,0.5846571536371211,0.5530072211851749
136,Indiana Pacers,2018,58.536585365853654,0.369,0.513,0.779,23.0,9.1,4.3,13.8,19.5,0.4721461187214612,1.3335152023102335,0.4875588642345475,-1.436339097598629,-0.7520407284118024,0.4988316689078338,-0.23516821541929295
137,New York Knicks,2018,35.36585365853659,0.35200000000000004,0.504,0.787,23.9,6.9,5.3,15.1,21.0,0.47897623400365635,0.4279524804237108,0.6878475614761945,1.0669679061298114,-0.06634069307310342,-0.1709567803618168,0.2238250688147739
138,Utah Jazz,2018,58.536585365853654,0.366,0.515,0.779,23.3,9.0,5.3,15.3,20.4,0.4728610855565777,1.2282175535897133,-0.7794058003416335,-0.18237449642558234,-0.2145086988801014,0.48943817240330856,-0.2200091050867452
139,Boston Celtics,2018,67.07317073170732,0.377,0.491,0.7709999999999999,23.2,7.6,4.7,14.5,20.4,0.48720292504570384,0.29598297631546266,0.9249117486307569,0.05611523647336696,0.019528272422628612,-0.9615556251278646,0.00022476513960539846
140,Phoenix Suns,2018,25.609756097560975,0.33399999999999996,0.49200000000000005,0.741,21.2,6.9,4.5,15.7,21.9,0.49411764705882355,-2.206578265593757,0.31400522072539483,0.2553992045643343,-0.18667496278495482,-0.1959064766809676,1.0881879685529803
141,Detroit Pistons,2018,47.5609756097561,0.373,0.488,0.745,23.5,7.9,4.0,13.9,19.0,0.4954627949183303,-0.1527969308624602,1.4651205900376352,-1.4901732349810397,0.5259524962563304,-1.0622860726915728,-0.15753259834764707
142,Miami Heat,2018,53.65853658536586,0.36,0.508,0.755,23.5,7.8,5.5,14.9,20.8,0.48938134810710987,0.15056043879184133,-0.02454677500482076,0.20262214714261995,0.7767975737062738,-0.04541456871100956,0.2833232349283834
143,Orlando Magic,2018,30.48780487804878,0.35100000000000003,0.504,0.757,23.8,7.7,5.0,14.8,19.6,0.488909426987061,0.0270287591942025,0.6137325172850506,-0.4143753118051339,0.7298333948437623,0.017225308379537868,-0.0003253295612884177
144,Atlanta Hawks,2018,29.268292682926827,0.36,0.495,0.785,24.1,7.9,4.3,15.8,19.9,0.48882681564245817,0.0950319027762383,0.39652420198351007,-0.32108525634687557,-0.36061912086292547,-0.9177584661935431,-0.6714754566050656
145,Chicago Bulls,2018,32.926829268292686,0.355,0.478,0.759,23.6,7.7,3.6,14.1,19.3,0.5073394495412844,-1.1911525640167713,1.8258511392162604,-1.487288060981156,0.1171382396468365,-1.0417458864949918,-0.7965882593270557
146,San Antonio Spurs,2018,57.3170731707317,0.35200000000000004,0.499,0.772,23.9,8.0,5.9,13.8,18.0,0.48028673835125446,1.0062674305856076,1.2401111848998536,-0.043724969990057705,1.4250060922671646,1.1237206944619067,-0.6044035912208983
147,Dallas Mavericks,2018,29.268292682926827,0.36,0.496,0.763,23.5,7.3,3.9,12.8,20.0,0.49907918968692444,-0.32923423119533535,2.2920865959889376,-1.198921546997177,-0.04883369670478693,-0.5798550810869544,0.011768354606890241
148,Memphis Grizzlies,2018,26.82926829268293,0.35200000000000004,0.486,0.7859999999999999,22.7,7.9,5.1,15.7,24.4,0.48581884720951507,-0.9934200306847547,-0.9309554449747734,1.46982426019783,-1.3133891064031915,-0.3670694095416932,-0.19534623567836373
149,Sacramento Kings,2018,32.926829268292686,0.375,0.479,0.735,22.6,8.2,4.4,14.4,21.0,0.5032437442075997,-1.0920280158319948,0.4171755750159975,-0.8075837170988269,0.44764253400859755,-1.1800838619113592,-0.10039673992846238
